claim_id,SSN,claim_age,patient_name,patient_id,provider_id,provider_name,claim_amount,approved_amount,claim_status,submission_date,adjudication_date,payment_date,denial_reason
CLM502826,886-62-3122,59,Daniel Garcia,P00497,PR007,Humana,8593,6464,Approved,23-09-2024,03-10-2024,17-10-2024,
CLM502827,780-88-1112,51,Matthew Smith,P00612,PR012,EyeMed,35309,24132,Approved,14-10-2024,19-10-2024,30-10-2024,
CLM502828,663-62-8791,64,Mark Lopez,P00545,PR013,Superior Vision,31673,23598,Approved,12-04-2024,24-04-2024,17-05-2024,
CLM502829,684-34-6108,18,William Hernandez,P00152,PR002,Medicaid,20003,19387,Approved,15-07-2024,21-07-2024,16-08-2024,
CLM502830,953-76-7451,71,Karen Jones,P00171,PR008,Kaiser Permanente,58606,53003,Approved,19-02-2024,25-02-2024,22-03-2024,
CLM502831,519-47-6983,60,Paul Moore,P00006,PR014,Anthem,56839,37458,Approved,30-01-2024,13-02-2024,29-02-2024,
CLM502832,550-11-5959,37,Matthew Jones,P00571,PR002,Medicaid,33284,24559,Approved,18-01-2024,04-02-2024,21-02-2024,
CLM502833,826-21-5363,66,Robert Martinez,P00455,PR014,Anthem,34208,25060,Approved,25-10-2024,31-10-2024,15-11-2024,
CLM502834,371-15-9811,30,Barbara Thomas,P00045,PR005,UnitedHealthcare,57014,0,Denied,09-10-2024,27-10-2024,,Pre-Authorization Required
CLM502835,703-43-6398,23,Barbara Martin,P00339,PR014,Anthem,36648,27517,Approved,27-01-2024,05-02-2024,14-02-2024,
CLM502836,341-38-5289,90,Joseph Miller,P00464,PR003,Aetna,23085,0,Denied,22-10-2024,28-10-2024,,Invalid CPT Code
CLM502837,776-93-7347,43,Richard Lopez,P00231,PR012,EyeMed,5555,0,Denied,29-09-2024,06-10-2024,,Invalid CPT Code
CLM502838,479-89-4644,54,Anthony Smith,P00556,PR007,Humana,6031,0,Denied,25-04-2024,14-05-2024,,Coverage Not Eligible
CLM502839,550-11-5959,89,Matthew Jones,P00571,PR011,Spectera,38353,0,Denied,04-10-2024,23-10-2024,,Pre-Authorization Required
CLM502840,363-92-4587,54,Isabella Lopez,P00452,PR008,Kaiser Permanente,3843,3566,Approved,08-09-2024,21-09-2024,01-10-2024,
CLM502841,736-31-4253,21,Mark Hernandez,P00073,PR010,Davis Vision,32941,26614,Approved,07-06-2024,27-06-2024,25-07-2024,
CLM502842,816-22-5503,27,Emily Thomas,P00384,PR004,Cigna,58283,45996,Approved,03-02-2024,21-02-2024,01-03-2024,
CLM502843,419-60-3382,41,Mary Miller,P00026,PR002,Medicaid,45342,41418,Approved,04-03-2024,16-03-2024,13-04-2024,
CLM502844,442-61-4247,65,Isabella Ramore,P00324,PR005,UnitedHealthcare,28462,23906,Approved,07-08-2024,17-08-2024,31-08-2024,
CLM502845,139-17-7838,74,Rosie Brown,P00576,PR011,Spectera,16394,0,Denied,10-03-2024,25-03-2024,,Incorrect Member ID
CLM502846,363-92-4587,46,Isabella Lopez,P00452,PR015,Molina Healthcare,56289,42553,Approved,09-10-2024,17-10-2024,13-11-2024,
CLM502847,907-25-5199,88,Elizabeth Johnson,P00130,PR012,EyeMed,58789,57598,Approved,27-01-2024,08-02-2024,26-02-2024,
CLM502848,977-63-7159,23,Olivia Williams,P00405,PR008,Kaiser Permanente,38490,0,Denied,04-05-2024,17-05-2024,,Policy Lapsed
CLM502849,493-50-3196,89,John Wilson,P00566,PR001,Medicare,32537,22067,Approved,15-01-2024,28-01-2024,17-02-2024,
CLM502850,212-44-5890,29,Jennifer Hernandez,P00569,PR001,Medicare,44026,0,Denied,04-10-2024,20-10-2024,,Invalid CPT Code
CLM502851,959-78-4037,35,Olivia Davis,P00582,PR004,Cigna,1842,0,Denied,08-03-2024,23-03-2024,,Policy Lapsed
CLM502852,827-20-5420,30,Rosie Anderson,P00094,PR004,Cigna,41039,34596,Approved,02-04-2024,08-04-2024,25-04-2024,
CLM502853,892-71-1940,27,Matthew Wilson,P00011,PR001,Medicare,45216,44920,Approved,26-09-2024,14-10-2024,31-10-2024,
CLM502854,307-49-4033,48,Jessica Jones,P00154,PR003,Aetna,44965,34661,Approved,07-01-2024,21-01-2024,30-01-2024,
CLM502855,673-60-5707,56,Elizabeth Rodriguez,P00581,PR010,Davis Vision,58074,38323,Approved,25-03-2024,30-03-2024,20-04-2024,
CLM502856,517-57-7631,46,Paul Davis,P00358,PR005,UnitedHealthcare,53190,42197,Approved,09-07-2024,26-07-2024,10-08-2024,
CLM502857,138-84-9111,68,Michael Garcia,P00036,PR004,Cigna,55639,40293,Approved,20-09-2024,08-10-2024,02-11-2024,
CLM502858,523-34-8279,73,David Hernandez,P00140,PR008,Kaiser Permanente,56101,46857,Approved,28-07-2024,03-08-2024,13-08-2024,
CLM502859,650-20-6490,80,Sarah Hernandez,P00127,PR010,Davis Vision,13186,9409,Approved,29-09-2024,19-10-2024,07-11-2024,
CLM502860,580-20-3160,21,Robert Jackson,P00188,PR012,EyeMed,39863,27135,Approved,10-02-2024,20-02-2024,13-03-2024,
CLM502861,515-64-9645,89,Michael Smith,P00474,PR005,UnitedHealthcare,33789,0,Denied,10-08-2024,28-08-2024,,Policy Lapsed
CLM502862,336-82-2935,41,Michael Brown,P00280,PR012,EyeMed,33214,30006,Approved,17-10-2024,04-11-2024,19-11-2024,
CLM502863,668-50-7756,51,Daniel Johnson,P00477,PR004,Cigna,27364,23858,Approved,04-08-2024,18-08-2024,04-09-2024,
CLM502864,976-47-5253,20,Matthew Rodriguez,P00275,PR008,Kaiser Permanente,1561,1277,Approved,27-08-2024,08-09-2024,28-09-2024,
CLM502865,571-98-4004,71,Karen Anderson,P00074,PR001,Medicare,52609,51550,Approved,06-01-2024,25-01-2024,04-02-2024,
CLM502866,671-43-6774,45,Emily Hernandez,P00077,PR005,UnitedHealthcare,44219,39871,Approved,06-02-2024,22-02-2024,16-03-2024,
CLM502867,230-83-7721,27,David Martinez,P00413,PR006,Blue Cross Blue Shield,38022,27629,Approved,28-09-2024,10-10-2024,06-11-2024,
CLM502868,326-95-4212,53,Karen Ramore,P00205,PR006,Blue Cross Blue Shield,45984,0,Denied,04-03-2024,13-03-2024,,Missing Documentation
CLM502869,552-83-9822,90,Elizabeth Wilson,P00507,PR007,Humana,55981,49364,Approved,29-07-2024,10-08-2024,17-08-2024,
CLM502870,997-83-4031,50,Robert Moore,P00172,PR011,Spectera,4196,0,Denied,16-01-2024,21-01-2024,,Missing Documentation
CLM502871,497-50-1080,81,Isabella Taylor,P00591,PR012,EyeMed,18617,16094,Approved,17-09-2024,26-09-2024,10-10-2024,
CLM502872,282-45-6476,59,Barbara Jones,P00421,PR005,UnitedHealthcare,47317,45374,Approved,02-06-2024,08-06-2024,29-06-2024,
CLM502873,970-93-8376,61,Daniel Davis,P00064,PR013,Superior Vision,30106,24143,Approved,18-03-2024,26-03-2024,21-04-2024,
CLM502874,969-82-8039,42,David Rodriguez,P00278,PR011,Spectera,38137,32923,Approved,20-04-2024,29-04-2024,09-05-2024,
CLM502875,784-87-5295,21,Emily Martin,P00025,PR008,Kaiser Permanente,5189,3875,Approved,25-08-2024,31-08-2024,20-09-2024,
CLM502876,335-80-8064,68,Mark Johnson,P00526,PR014,Anthem,17924,15174,Approved,04-04-2024,22-04-2024,19-05-2024,
CLM502877,466-38-2495,51,Paul Anderson,P00180,PR002,Medicaid,24782,21740,Approved,17-03-2024,29-03-2024,07-04-2024,
CLM502878,363-12-6079,54,Thomas Gonzalez,P00179,PR006,Blue Cross Blue Shield,44325,0,Denied,22-05-2024,10-06-2024,,Invalid CPT Code
CLM502879,512-28-3290,35,Andrew Moore,P00238,PR012,EyeMed,20782,19053,Approved,01-03-2024,06-03-2024,14-03-2024,
CLM502880,856-62-8239,46,Michael Wilson,P00003,PR012,EyeMed,28404,22809,Approved,18-09-2024,26-09-2024,18-10-2024,
CLM502881,258-66-5432,66,Charles Garcia,P00490,PR013,Superior Vision,53315,0,Denied,14-02-2024,24-02-2024,,Policy Lapsed
CLM502882,203-38-3825,39,Robert Brown,P00596,PR006,Blue Cross Blue Shield,31182,22260,Approved,12-05-2024,22-05-2024,21-06-2024,
CLM502883,177-43-9623,18,Michael Ramore,P00506,PR006,Blue Cross Blue Shield,27567,25813,Approved,22-03-2024,09-04-2024,03-05-2024,
CLM502884,327-65-5394,69,Anthony Ramore,P00588,PR003,Aetna,44544,34420,Approved,20-03-2024,29-03-2024,26-04-2024,
CLM502885,258-31-4032,73,John Williams,P00502,PR005,UnitedHealthcare,53430,0,Denied,27-06-2024,03-07-2024,,Timely Filing Limit Exceeded
CLM502886,802-65-4242,67,William Thomas,P00105,PR004,Cigna,51730,42912,Approved,23-08-2024,05-09-2024,18-09-2024,
CLM502887,806-63-5608,59,David Wilson,P00001,PR009,Vision Service Plan,8939,6394,Approved,22-02-2024,01-03-2024,19-03-2024,
CLM502888,991-53-3393,90,Jennifer Williams,P00012,PR008,Kaiser Permanente,53656,0,Denied,22-02-2024,06-03-2024,,Duplicate Claim
CLM502889,225-57-4935,60,Susan Wilson,P00269,PR010,Davis Vision,41807,31130,Approved,18-09-2024,04-10-2024,26-10-2024,
CLM502890,700-58-5434,76,Linda Thomas,P00153,PR005,UnitedHealthcare,29915,27221,Approved,02-01-2024,09-01-2024,03-02-2024,
CLM502891,330-87-3430,28,Daniel Brown,P00124,PR010,Davis Vision,1797,0,Denied,31-05-2024,07-06-2024,,Incorrect Member ID
CLM502892,707-22-6190,29,David Jackson,P00573,PR014,Anthem,11911,8882,Approved,21-06-2024,07-07-2024,31-07-2024,
CLM502893,274-30-8476,65,Andrew Martin,P00191,PR004,Cigna,11319,9777,Approved,09-05-2024,22-05-2024,31-05-2024,
CLM502894,212-44-5890,37,Jennifer Hernandez,P00569,PR009,Vision Service Plan,29502,27556,Approved,13-06-2024,30-06-2024,27-07-2024,
CLM502895,207-27-7778,53,Sophia Ramore,P00292,PR013,Superior Vision,59775,0,Denied,10-09-2024,29-09-2024,,Invalid CPT Code
CLM502896,447-97-1099,56,Susan Martinez,P00534,PR006,Blue Cross Blue Shield,30523,20397,Approved,03-07-2024,10-07-2024,03-08-2024,
CLM502897,179-66-1274,57,Karen Miller,P00104,PR003,Aetna,57017,37697,Approved,15-06-2024,26-06-2024,08-07-2024,
CLM502898,227-12-8424,67,Isabella Williams,P00004,PR007,Humana,29387,28625,Approved,30-01-2024,13-02-2024,20-02-2024,
CLM502899,796-92-8252,68,Karen Smith,P00022,PR014,Anthem,58483,39312,Approved,30-03-2024,14-04-2024,29-04-2024,
CLM502900,276-83-9081,48,Richard Martinez,P00645,PR015,Molina Healthcare,4081,3240,Approved,12-04-2024,20-04-2024,15-05-2024,
CLM502901,101-47-4575,73,Sarah Rodriguez,P00642,PR014,Anthem,44010,30163,Approved,20-10-2024,30-10-2024,17-11-2024,
CLM502902,668-50-7756,88,Daniel Johnson,P00477,PR010,Davis Vision,2889,2238,Approved,27-08-2024,02-09-2024,13-09-2024,
CLM502903,582-54-5507,57,Daniel Taylor,P00478,PR004,Cigna,41321,31746,Approved,06-08-2024,21-08-2024,04-09-2024,
CLM502904,244-91-1031,29,Charles Taylor,P00075,PR005,UnitedHealthcare,4585,4362,Approved,23-06-2024,10-07-2024,17-07-2024,
CLM502905,802-83-6167,33,Daniel Miller,P00078,PR005,UnitedHealthcare,10676,9225,Approved,27-02-2024,02-03-2024,11-03-2024,
CLM502906,368-75-4817,18,Jennifer Johnson,P00548,PR007,Humana,7201,4785,Approved,07-05-2024,18-05-2024,13-06-2024,
CLM502907,868-44-9764,74,Elizabeth Gonzalez,P00613,PR002,Medicaid,2275,1634,Approved,02-06-2024,08-06-2024,17-06-2024,
CLM502908,203-38-3825,84,Robert Brown,P00596,PR001,Medicare,27636,0,Denied,21-08-2024,29-08-2024,,Duplicate Claim
CLM502909,172-98-8429,62,Jennifer Lopez,P00597,PR015,Molina Healthcare,20900,14749,Approved,18-04-2024,03-05-2024,28-05-2024,
CLM502910,728-14-7382,65,John Lopez,P00272,PR011,Spectera,26867,0,Denied,14-02-2024,25-02-2024,,Timely Filing Limit Exceeded
CLM502911,144-72-7501,56,James Johnson,P00525,PR011,Spectera,53689,0,Denied,13-04-2024,21-04-2024,,Coverage Not Eligible
CLM502912,984-83-9813,47,Linda Taylor,P00148,PR002,Medicaid,20660,16180,Approved,29-05-2024,14-06-2024,29-06-2024,
CLM502913,264-16-8107,77,John Hernandez,P00456,PR001,Medicare,13339,13260,Approved,17-04-2024,04-05-2024,12-05-2024,
CLM502914,854-22-8515,18,Robert Johnson,P00519,PR011,Spectera,43092,0,Denied,06-06-2024,10-06-2024,,Pre-Authorization Required
CLM502915,868-44-9764,42,Elizabeth Gonzalez,P00613,PR005,UnitedHealthcare,52595,34877,Approved,29-09-2024,08-10-2024,03-11-2024,
CLM502916,544-89-4813,28,Robert Anderson,P00123,PR003,Aetna,45366,33474,Approved,15-04-2024,24-04-2024,12-05-2024,
CLM502917,752-38-8374,62,Sarah Davis,P00242,PR006,Blue Cross Blue Shield,35454,29991,Approved,09-10-2024,29-10-2024,06-11-2024,
CLM502918,120-45-2446,56,Emily Garcia,P00563,PR011,Spectera,30139,0,Denied,04-04-2024,16-04-2024,,Duplicate Claim
CLM502919,301-40-1806,58,Sarah Jones,P00560,PR012,EyeMed,30140,0,Denied,15-06-2024,24-06-2024,,Incorrect Member ID
CLM502920,322-97-9736,35,Olivia Johnson,P00039,PR004,Cigna,40945,27776,Approved,05-03-2024,18-03-2024,02-04-2024,
CLM502921,954-42-8590,87,James Wilson,P00070,PR015,Molina Healthcare,54312,40224,Approved,05-04-2024,22-04-2024,14-05-2024,
CLM502922,408-21-5897,81,Rosie Gonzalez,P00572,PR009,Vision Service Plan,21619,16778,Approved,18-06-2024,04-07-2024,26-07-2024,
CLM502923,429-36-2741,65,Rosie Ramore,P00250,PR009,Vision Service Plan,23964,20755,Approved,01-08-2024,18-08-2024,01-09-2024,
CLM502924,470-30-9644,82,Patricia Gonzalez,P00393,PR004,Cigna,8947,7285,Approved,02-07-2024,17-07-2024,05-08-2024,
CLM502925,208-76-6869,28,Mary Hernandez,P00181,PR005,UnitedHealthcare,58505,0,Denied,29-03-2024,02-04-2024,,Timely Filing Limit Exceeded
CLM502926,477-20-1260,35,Robert Lopez,P00501,PR011,Spectera,19614,17482,Approved,10-06-2024,23-06-2024,23-07-2024,
CLM502927,493-50-3196,36,John Wilson,P00566,PR006,Blue Cross Blue Shield,57648,0,Denied,01-04-2024,05-04-2024,,Pre-Authorization Required
CLM502928,847-63-9393,83,Daniel Hernandez,P00174,PR007,Humana,30392,23895,Approved,04-03-2024,19-03-2024,12-04-2024,
CLM502929,784-87-5295,79,Emily Martin,P00025,PR008,Kaiser Permanente,35458,28236,Approved,21-08-2024,06-09-2024,17-09-2024,
CLM502930,521-56-6009,59,Barbara Martinez,P00340,PR013,Superior Vision,34189,32930,Approved,20-05-2024,28-05-2024,09-06-2024,
CLM502931,447-52-5267,87,Barbara Jackson,P00620,PR003,Aetna,32668,21277,Approved,09-08-2024,22-08-2024,11-09-2024,
CLM502932,924-44-6685,38,Patricia Jones,P00346,PR002,Medicaid,48180,0,Denied,06-10-2024,14-10-2024,,Pre-Authorization Required
CLM502933,873-34-6366,85,Karen Jackson,P00134,PR010,Davis Vision,54941,44915,Approved,19-05-2024,31-05-2024,20-06-2024,
CLM502934,388-60-1308,65,Mark Martinez,P00368,PR011,Spectera,34761,25389,Approved,17-09-2024,03-10-2024,22-10-2024,
CLM502935,970-93-8376,68,Daniel Davis,P00064,PR014,Anthem,8045,7137,Approved,09-08-2024,29-08-2024,19-09-2024,
CLM502936,889-80-4121,38,Richard Brown,P00186,PR012,EyeMed,30273,19788,Approved,01-04-2024,14-04-2024,11-05-2024,
CLM502937,322-45-4278,84,Olivia Anderson,P00197,PR001,Medicare,6718,5639,Approved,19-05-2024,26-05-2024,24-06-2024,
CLM502938,729-18-6227,81,Michael Davis,P00470,PR007,Humana,39540,29494,Approved,27-05-2024,13-06-2024,25-06-2024,
CLM502939,431-91-4329,62,David Miller,P00309,PR005,UnitedHealthcare,10555,7431,Approved,13-10-2024,17-10-2024,01-11-2024,
CLM502940,387-88-8291,38,Olivia Brown,P00630,PR007,Humana,21676,18679,Approved,02-10-2024,21-10-2024,14-11-2024,
CLM502941,925-29-8088,36,Anthony Williams,P00310,PR003,Aetna,49260,44305,Approved,06-01-2024,19-01-2024,03-02-2024,
CLM502942,326-95-4212,72,Karen Ramore,P00205,PR004,Cigna,12281,9548,Approved,09-04-2024,19-04-2024,11-05-2024,
CLM502943,491-41-7063,77,Robert Hernandez,P00166,PR007,Humana,26114,22679,Approved,18-10-2024,26-10-2024,08-11-2024,
CLM502944,889-50-3187,20,William Rodriguez,P00578,PR011,Spectera,22122,14482,Approved,06-07-2024,13-07-2024,05-08-2024,
CLM502945,991-53-3393,61,Jennifer Williams,P00012,PR005,UnitedHealthcare,14147,9701,Approved,02-05-2024,10-05-2024,03-06-2024,
CLM502946,829-71-1327,30,Richard Moore,P00469,PR009,Vision Service Plan,1514,1203,Approved,23-05-2024,27-05-2024,06-06-2024,
CLM502947,536-25-5659,49,Mary Rodriguez,P00101,PR015,Molina Healthcare,54540,0,Denied,22-02-2024,07-03-2024,,Missing Documentation
CLM502948,426-51-3193,85,Anthony Brown,P00461,PR012,EyeMed,8186,5440,Approved,22-08-2024,11-09-2024,07-10-2024,
CLM502949,266-41-1573,32,Matthew Thomas,P00408,PR014,Anthem,26379,23502,Approved,20-07-2024,30-07-2024,15-08-2024,
CLM502950,141-86-5310,84,Thomas Moore,P00251,PR012,EyeMed,56838,0,Denied,26-01-2024,13-02-2024,,Pre-Authorization Required
CLM502951,481-76-3543,39,Anthony Moore,P00403,PR008,Kaiser Permanente,56024,40775,Approved,05-07-2024,25-07-2024,10-08-2024,
CLM502952,280-22-8904,29,Isabella Brown,P00575,PR013,Superior Vision,36629,30743,Approved,18-10-2024,23-10-2024,04-11-2024,
CLM502953,975-28-8981,70,Susan Smith,P00298,PR005,UnitedHealthcare,58917,0,Denied,20-03-2024,25-03-2024,,Duplicate Claim
CLM502954,485-31-3218,44,Barbara Williams,P00429,PR004,Cigna,14511,0,Denied,10-06-2024,20-06-2024,,Duplicate Claim
CLM502955,948-41-5678,76,James Thomas,P00313,PR005,UnitedHealthcare,41527,0,Denied,10-07-2024,18-07-2024,,Incorrect Member ID
CLM502956,783-59-9562,52,Thomas Hernandez,P00117,PR015,Molina Healthcare,41054,34666,Approved,25-05-2024,07-06-2024,18-06-2024,
CLM502957,181-80-7410,85,Elizabeth Miller,P00318,PR011,Spectera,39794,37802,Approved,05-08-2024,18-08-2024,04-09-2024,
CLM502958,889-80-4121,40,Richard Brown,P00186,PR014,Anthem,49171,0,Denied,14-08-2024,18-08-2024,,Policy Lapsed
CLM502959,415-46-3526,34,Jennifer Moore,P00381,PR015,Molina Healthcare,53556,38956,Approved,16-08-2024,23-08-2024,17-09-2024,
CLM502960,484-84-8923,90,Jennifer Brown,P00261,PR015,Molina Healthcare,42738,0,Denied,06-06-2024,15-06-2024,,Pre-Authorization Required
CLM502961,604-33-6216,44,Olivia Jackson,P00185,PR003,Aetna,4138,0,Denied,05-08-2024,20-08-2024,,Policy Lapsed
CLM502962,505-73-4598,42,Jessica Hernandez,P00017,PR009,Vision Service Plan,34361,24358,Approved,28-08-2024,10-09-2024,07-10-2024,
CLM502963,972-84-7899,47,Emily Davis,P00015,PR013,Superior Vision,11088,8975,Approved,13-10-2024,31-10-2024,07-11-2024,
CLM502964,776-93-7347,76,Richard Lopez,P00231,PR002,Medicaid,22523,20508,Approved,15-08-2024,20-08-2024,08-09-2024,
CLM502965,809-46-6056,52,Charles Martin,P00410,PR013,Superior Vision,48204,0,Denied,20-09-2024,28-09-2024,,Incorrect Member ID
CLM502966,233-92-6699,76,Michael Jones,P00097,PR002,Medicaid,18094,15111,Approved,03-09-2024,14-09-2024,03-10-2024,
CLM502967,486-30-7453,89,John Thomas,P00641,PR009,Vision Service Plan,40856,32395,Approved,21-03-2024,07-04-2024,19-04-2024,
CLM502968,718-98-4074,22,James Davis,P00297,PR001,Medicare,11283,10156,Approved,19-03-2024,06-04-2024,18-04-2024,
CLM502969,338-61-4468,89,Emily Gonzalez,P00590,PR015,Molina Healthcare,19579,16563,Approved,13-09-2024,28-09-2024,15-10-2024,
CLM502970,414-73-3314,36,Anthony Thomas,P00182,PR007,Humana,21295,16141,Approved,19-05-2024,07-06-2024,17-06-2024,
CLM502971,916-26-1615,22,Rosie Johnson,P00311,PR008,Kaiser Permanente,55116,39200,Approved,28-02-2024,15-03-2024,26-03-2024,
CLM502972,970-14-8500,31,Matthew Moore,P00412,PR001,Medicare,30911,30569,Approved,12-03-2024,16-03-2024,27-03-2024,
CLM502973,889-40-5760,67,Andrew Gonzalez,P00128,PR015,Molina Healthcare,2584,1766,Approved,02-02-2024,21-02-2024,20-03-2024,
CLM502974,463-95-3113,55,Rosie Davis,P00415,PR013,Superior Vision,17561,0,Denied,15-02-2024,24-02-2024,,Missing Documentation
CLM502975,721-28-2374,43,Mary Martin,P00434,PR002,Medicaid,39096,29189,Approved,15-09-2024,02-10-2024,13-10-2024,
CLM502976,149-80-8921,74,Sophia Thomas,P00239,PR011,Spectera,37776,34596,Approved,01-02-2024,21-02-2024,13-03-2024,
CLM502977,379-44-4471,28,Emily Jackson,P00066,PR005,UnitedHealthcare,17005,16982,Approved,13-04-2024,27-04-2024,14-05-2024,
CLM502978,838-75-6947,25,Paul Gonzalez,P00466,PR003,Aetna,30181,27676,Approved,18-10-2024,02-11-2024,29-11-2024,
CLM502979,507-93-5912,31,Joseph Smith,P00281,PR013,Superior Vision,16017,15028,Approved,28-05-2024,05-06-2024,14-06-2024,
CLM502980,497-50-1080,31,Isabella Taylor,P00591,PR013,Superior Vision,48474,34279,Approved,13-06-2024,24-06-2024,01-07-2024,
CLM502981,742-13-9192,70,Charles Anderson,P00227,PR001,Medicare,47217,31399,Approved,17-06-2024,30-06-2024,23-07-2024,
CLM502982,891-73-6986,38,Emily Taylor,P00317,PR013,Superior Vision,33301,27020,Approved,03-01-2024,15-01-2024,01-02-2024,
CLM502983,650-20-6490,87,Sarah Hernandez,P00127,PR015,Molina Healthcare,34744,0,Denied,08-02-2024,21-02-2024,,Incorrect Member ID
CLM502984,957-41-8517,32,Sophia Jones,P00259,PR003,Aetna,20600,0,Denied,17-02-2024,02-03-2024,,Duplicate Claim
CLM502985,461-29-8300,86,David Williams,P00102,PR013,Superior Vision,44210,0,Denied,21-10-2024,01-11-2024,,Missing Documentation
CLM502986,515-64-9645,82,Michael Smith,P00474,PR015,Molina Healthcare,45247,0,Denied,12-04-2024,26-04-2024,,Timely Filing Limit Exceeded
CLM502987,957-41-8517,76,Sophia Jones,P00259,PR013,Superior Vision,30312,0,Denied,25-05-2024,05-06-2024,,Duplicate Claim
CLM502988,547-50-1330,55,Mary Taylor,P00616,PR007,Humana,33178,22213,Approved,19-05-2024,04-06-2024,20-06-2024,
CLM502989,351-48-6368,54,Paul Johnson,P00065,PR002,Medicaid,57720,39400,Approved,02-09-2024,07-09-2024,23-09-2024,
CLM502990,586-21-1509,59,Anthony Lopez,P00222,PR013,Superior Vision,42012,0,Denied,20-08-2024,04-09-2024,,Timely Filing Limit Exceeded
CLM502991,904-77-1387,89,Sophia Martin,P00510,PR009,Vision Service Plan,4166,0,Denied,30-04-2024,18-05-2024,,Coverage Not Eligible
CLM502992,742-70-4571,87,Sophia Brown,P00062,PR014,Anthem,29035,28774,Approved,30-03-2024,13-04-2024,07-05-2024,
CLM502993,993-43-3744,40,Jessica Wilson,P00322,PR005,UnitedHealthcare,23186,15746,Approved,04-05-2024,13-05-2024,03-06-2024,
CLM502994,101-47-4575,55,Sarah Rodriguez,P00642,PR012,EyeMed,58887,57234,Approved,05-10-2024,23-10-2024,04-11-2024,
CLM502995,387-88-8291,86,Olivia Brown,P00630,PR014,Anthem,32174,21173,Approved,15-06-2024,27-06-2024,23-07-2024,
CLM502996,818-95-9419,47,Barbara Ramore,P00067,PR003,Aetna,28975,25052,Approved,12-09-2024,26-09-2024,23-10-2024,
CLM502997,553-38-3305,19,Joseph Garcia,P00307,PR001,Medicare,3433,3336,Approved,16-04-2024,30-04-2024,08-05-2024,
CLM502998,375-54-6210,54,Mary Thomas,P00383,PR007,Humana,37359,24976,Approved,31-08-2024,05-09-2024,18-09-2024,
CLM502999,298-86-6968,69,Joseph Hernandez,P00151,PR007,Humana,21817,16061,Approved,04-08-2024,16-08-2024,11-09-2024,
CLM503000,291-67-4094,53,Paul Lopez,P00500,PR005,UnitedHealthcare,37650,32256,Approved,22-10-2024,07-11-2024,22-11-2024,
CLM503001,702-57-3922,36,Barbara Brown,P00229,PR015,Molina Healthcare,5401,3675,Approved,17-01-2024,04-02-2024,25-02-2024,
CLM503002,767-23-6111,31,Richard Jackson,P00254,PR009,Vision Service Plan,7591,7354,Approved,26-06-2024,10-07-2024,19-07-2024,
CLM503003,480-36-3056,58,Linda Martinez,P00639,PR001,Medicare,33018,0,Denied,05-09-2024,24-09-2024,,Duplicate Claim
